Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level,Enabled
Honchkrow,HONCHKROW,100,125,55,75,105,55,515,TYPE_DARK,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Misdreavus,MISDREAVUS,60,60,60,85,85,85,435,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,MISMAGIUS,EVO_ITEM,ITEM_MOON_STONE,TRUE
Mismagius,MISMAGIUS,60,60,60,105,105,105,495,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,NONE,NONE,0,TRUE
Wynaut,WYNAUT,95,23,48,23,23,48,260,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,WOBBUFFET,EVO_LEVEL,15,FALSE
Wobbuffet,WOBBUFFET,190,33,58,33,33,58,405,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Girafarig,GIRAFARIG,70,85,70,85,95,70,475,TYPE_NORMAL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,FARIGIRAF,EVO_ITEM,ITEM_TWISTED_SPOON,TRUE
Farigiraf,FARIGIRAF,120,90,70,60,110,70,520,TYPE_NORMAL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Pineco,PINECO,50,65,90,15,35,40,295,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,FORRETRESS,EVO_LEVEL,31,TRUE
Forretress,FORRETRESS,80,90,140,40,60,90,500,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Dunsparce,DUNSPARCE,100,70,70,45,65,65,415,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Dudunsparce,DUDUNSPARCE_TWO_SEGMENT,125,100,80,55,85,75,520,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Dudunsparce,DUDUNSPARCE_THREE_SEGMENT,125,100,80,55,85,75,520,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Gligar,GLIGAR,65,75,105,85,35,65,430,TYPE_GROUND,TYPE_FLYING,GROWTH_MEDIUM_SLOW,GLISCOR,EVO_ITEM,ITEM_RAZOR_FANG,TRUE
Gliscor,GLISCOR,75,95,125,95,45,90,525,TYPE_GROUND,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Snubbull,SNUBBULL,60,80,50,30,40,40,300,TYPE_FAIRY,TYPE_FAIRY,GROWTH_FAST,GRANBULL,EVO_LEVEL,23,FALSE
Granbull,GRANBULL,90,120,75,45,60,60,450,TYPE_FAIRY,TYPE_FAIRY,GROWTH_FAST,NONE,NONE,0,FALSE
Qwilfish,QWILFISH,65,95,85,85,55,55,440,TYPE_WATER,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Qwilfish,QWILFISH_HISUI,65,95,85,85,55,55,440,TYPE_DARK,TYPE_POISON,GROWTH_MEDIUM_FAST,OVERQWIL,EVO_LEVEL,0,FALSE
Overqwil,OVERQWIL,85,115,95,85,65,65,510,TYPE_DARK,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Shuckle,SHUCKLE,20,10,230,5,10,230,505,TYPE_BUG,TYPE_ROCK,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Heracross,HERACROSS,80,125,75,85,40,95,500,TYPE_BUG,TYPE_FIGHTING,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Sneasel,SNEASEL,55,95,55,115,35,75,430,TYPE_DARK,TYPE_ICE,GROWTH_MEDIUM_SLOW,WEAVILE,EVO_ITEM,ITEM_RAZOR_CLAW,TRUE
Sneasel,SNEASEL,55,95,55,115,35,75,430,TYPE_DARK,TYPE_ICE,GROWTH_MEDIUM_SLOW,SNEASEL_HISUI,EVO_ITEM,ITEM_LINKING_CORD,TRUE
Weavile,WEAVILE,70,120,65,125,45,85,510,TYPE_DARK,TYPE_ICE,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Sneasel,SNEASEL_HISUI,55,95,55,115,35,75,430,TYPE_FIGHTING,TYPE_POISON,GROWTH_MEDIUM_SLOW,SNEASLER,EVO_ITEM,ITEM_RAZOR_CLAW,TRUE
Sneasel,SNEASEL_HISUI,55,95,55,115,35,75,430,TYPE_FIGHTING,TYPE_POISON,GROWTH_MEDIUM_SLOW,SNEASEL,EVO_ITEM,ITEM_LINKING_CORD,TRUE
Sneasler,SNEASLER,80,130,60,120,40,80,510,TYPE_FIGHTING,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Teddiursa,TEDDIURSA,60,80,50,40,50,50,330,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,URSARING,EVO_LEVEL,30,TRUE
Ursaring,URSARING,90,130,75,55,75,75,500,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Ursaluna,URSALUNA,130,140,105,50,45,80,550,TYPE_GROUND,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Ursaluna,URSALUNA_BLOODMOON,113,70,120,52,135,65,555,TYPE_GROUND,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Slugma,SLUGMA,40,40,45,20,70,45,260,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,MAGCARGO,EVO_LEVEL,38,FALSE
Magcargo,MAGCARGO,60,60,120,30,90,100,460,TYPE_FIRE,TYPE_ROCK,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Swinub,SWINUB,50,55,40,50,35,30,260,TYPE_ICE,TYPE_GROUND,GROWTH_MEDIUM_SLOW,PILOSWINE,EVO_LEVEL,33,TRUE
Piloswine,PILOSWINE,100,100,80,50,60,60,450,TYPE_ICE,TYPE_GROUND,GROWTH_MEDIUM_SLOW,MAMOSWINE,EVO_LEVEL,0,TRUE
Mamoswine,MAMOSWINE,110,130,80,80,70,60,530,TYPE_ICE,TYPE_GROUND,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Corsola,CORSOLA,65,55,95,35,65,95,410,TYPE_WATER,TYPE_ROCK,GROWTH_FAST,NONE,NONE,0,FALSE
Corsola,CORSOLA_GALAR,60,55,100,30,65,100,410,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,CURSOLA,EVO_LEVEL,38,FALSE
Cursola,CURSOLA,60,95,50,30,145,130,510,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,NONE,NONE,0,FALSE
Remoraid,REMORAID,35,65,35,65,65,35,300,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,OCTILLERY,EVO_LEVEL,25,FALSE
Octillery,OCTILLERY,75,105,75,55,105,75,490,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Delibird,DELIBIRD,45,55,45,75,65,45,330,TYPE_ICE,TYPE_FLYING,GROWTH_FAST,NONE,NONE,0,FALSE
Mantyke,MANTYKE,45,20,50,50,60,120,345,TYPE_WATER,TYPE_FLYING,GROWTH_ERRATIC,MANTINE,EVO_LEVEL,0,TRUE
Mantine,MANTINE,85,50,75,70,80,140,500,TYPE_WATER,TYPE_FLYING,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Skarmory,SKARMORY,65,80,140,70,50,75,480,TYPE_STEEL,TYPE_FLYING,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Houndour,HOUNDOUR,45,60,30,65,80,50,330,TYPE_DARK,TYPE_FIRE,GROWTH_MEDIUM_FAST,HOUNDOOM,EVO_LEVEL,24,TRUE
Houndoom,HOUNDOOM,75,90,50,95,110,80,500,TYPE_DARK,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Phanpy,PHANPY,90,60,60,40,40,40,330,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,DONPHAN,EVO_LEVEL,25,TRUE
Donphan,DONPHAN,90,120,120,50,60,60,500,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Stantler,STANTLER,75,95,65,85,90,70,480,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,WYRDEER,EVO_LEVEL,0,FALSE
Wyrdeer,WYRDEER,103,105,72,65,105,75,525,TYPE_NORMAL,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,FALSE
Smeargle,SMEARGLE,55,20,35,75,20,45,250,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,FALSE
Miltank,MILTANK,95,80,105,100,40,70,490,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0,TRUE
Raikou,RAIKOU,90,85,75,115,115,100,580,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_SLOW,NONE,NONE,0,TRUE
Entei,ENTEI,115,115,85,100,90,75,580,TYPE_FIRE,TYPE_FIRE,GROWTH_SLOW,NONE,NONE,0,TRUE
Suicune,SUICUNE,100,75,115,85,90,115,580,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0,TRUE
Larvitar,LARVITAR,50,64,50,41,45,50,300,TYPE_ROCK,TYPE_GROUND,GROWTH_SLOW,PUPITAR,EVO_LEVEL,30,TRUE
Pupitar,PUPITAR,70,84,70,51,65,70,410,TYPE_ROCK,TYPE_GROUND,GROWTH_SLOW,TYRANITAR,EVO_LEVEL,55,TRUE
Tyranitar,TYRANITAR,100,134,110,61,95,100,600,TYPE_ROCK,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0,TRUE
Lugia,LUGIA,106,90,130,110,90,154,680,TYPE_WATER,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,TRUE
Ho-Oh,HO_OH,106,130,90,90,110,154,680,TYPE_FIRE,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,TRUE
Celebi,CELEBI,100,100,100,100,100,100,600,TYPE_PSYCHIC,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Treecko,TREECKO,40,65,35,70,45,55,310,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,GROVYLE,EVO_LEVEL,16,TRUE
Grovyle,GROVYLE,50,85,45,95,65,65,405,TYPE_GRASS,TYPE_DRAGON,GROWTH_MEDIUM_SLOW,SCEPTILE,EVO_LEVEL,36,TRUE
Sceptile,SCEPTILE,70,105,65,120,85,85,530,TYPE_GRASS,TYPE_DRAGON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Torchic,TORCHIC,45,60,40,45,70,50,310,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,COMBUSKEN,EVO_LEVEL,16,TRUE
Combusken,COMBUSKEN,60,85,60,55,85,60,405,TYPE_FIRE,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,BLAZIKEN,EVO_LEVEL,36,TRUE
Blaziken,BLAZIKEN,80,120,70,80,110,70,530,TYPE_FIRE,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Mudkip,MUDKIP,50,70,50,40,50,50,310,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,MARSHTOMP,EVO_LEVEL,16,TRUE
Marshtomp,MARSHTOMP,70,85,70,50,60,70,405,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_SLOW,SWAMPERT,EVO_LEVEL,36,TRUE
Swampert,SWAMPERT,100,110,90,60,85,90,535,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Poochyena,POOCHYENA,35,65,40,50,30,30,250,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,MIGHTYENA,EVO_LEVEL,18,TRUE
Mightyena,MIGHTYENA,70,110,70,95,60,60,465,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Zigzagoon,ZIGZAGOON,38,40,41,60,30,41,250,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LINOONE,EVO_LEVEL,20,TRUE
Linoone,LINOONE,80,90,70,100,50,70,460,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Zigzagoon,ZIGZAGOON_GALAR,40,45,60,65,30,60,300,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LINOONE_GALAR,EVO_LEVEL,20,TRUE
Linoone,LINOONE_GALAR,80,90,70,100,50,70,460,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,OBSTAGOON,EVO_LEVEL,35,TRUE
Obstagoon,OBSTAGOON,93,90,101,95,60,81,520,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Wurmple,WURMPLE,45,45,35,20,20,35,200,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,SILCOON,EVO_LEVEL,7,FALSE
Silcoon,SILCOON,70,35,55,15,25,25,225,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,BEAUTIFLY,EVO_LEVEL,10,FALSE
Beautifly,BEAUTIFLY,60,70,50,65,0,50,295,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Cascoon,CASCOON,70,35,55,15,25,25,225,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,DUSTOX,EVO_LEVEL,10,FALSE
Dustox,DUSTOX,60,50,70,65,50,90,385,TYPE_BUG,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Lotad,LOTAD,40,30,40,35,60,70,275,TYPE_WATER,TYPE_GRASS,GROWTH_MEDIUM_SLOW,LOMBRE,EVO_LEVEL,14,TRUE
Lombre,LOMBRE,60,50,50,50,60,70,340,TYPE_WATER,TYPE_GRASS,GROWTH_MEDIUM_SLOW,LUDICOLO,EVO_ITEM,ITEM_WATER_STONE,TRUE
Ludicolo,LUDICOLO,80,70,70,70,100,110,500,TYPE_WATER,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Seedot,SEEDOT,60,50,60,35,35,45,285,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NUZLEAF,EVO_LEVEL,14,TRUE
Nuzleaf,NUZLEAF,70,70,40,60,60,40,340,TYPE_GRASS,TYPE_DARK,GROWTH_MEDIUM_SLOW,SHIFTRY,EVO_ITEM,ITEM_LEAF_STONE,TRUE
Shiftry,SHIFTRY,90,110,60,80,100,60,500,TYPE_GRASS,TYPE_DARK,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Taillow,TAILLOW,40,55,30,85,30,30,270,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,SWELLOW,EVO_LEVEL,22,TRUE
Swellow,SWELLOW,60,85,65,125,75,65,475,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Wingull,WINGULL,45,40,40,85,60,30,300,TYPE_WATER,TYPE_FLYING,GROWTH_MEDIUM_FAST,PELIPPER,EVO_LEVEL,25,TRUE
Pelipper,PELIPPER,70,60,100,65,0,70,365,TYPE_WATER,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Ralts,RALTS,30,25,25,40,45,35,200,UNKNOWN,UNKNOWN,GROWTH_MEDIUM_FAST,KIRLIA,EVO_LEVEL,20,TRUE
Kirlia,KIRLIA,40,35,35,55,70,55,290,UNKNOWN,UNKNOWN,GROWTH_MEDIUM_FAST,GARDEVOIR,EVO_LEVEL,30,TRUE
Kirlia,KIRLIA,40,35,35,55,70,55,290,UNKNOWN,UNKNOWN,GROWTH_MEDIUM_FAST,GALLADE,EVO_ITEM,ITEM_DAWN_STONE,TRUE
Gardevoir,GARDEVOIR,68,65,65,80,125,115,518,UNKNOWN,UNKNOWN,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Gallade,GALLADE,68,125,65,80,65,115,518,TYPE_PSYCHIC,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Surskit,SURSKIT,40,35,35,65,55,55,285,TYPE_BUG,TYPE_WATER,GROWTH_MEDIUM_FAST,MASQUERAIN,EVO_LEVEL,22,TRUE
Masquerain,MASQUERAIN,70,75,65,80,100,85,475,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Shroomish,SHROOMISH,60,45,60,35,40,60,300,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,BRELOOM,EVO_LEVEL,23,TRUE
Breloom,BRELOOM,70,130,90,80,60,60,490,TYPE_GRASS,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Slakoth,SLAKOTH,60,60,60,30,40,40,290,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,VIGOROTH,EVO_LEVEL,18,TRUE
Vigoroth,VIGOROTH,80,80,80,90,55,55,440,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,SLAKING,EVO_LEVEL,36,TRUE
Slaking,SLAKING,150,160,100,100,95,65,670,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0,TRUE
Nincada,NINCADA,40,55,90,40,35,40,300,TYPE_BUG,TYPE_GROUND,GROWTH_ERRATIC,NINJASK,EVO_LEVEL,20,TRUE
Nincada,NINCADA,40,55,90,40,35,40,300,TYPE_BUG,TYPE_GROUND,GROWTH_ERRATIC,SHEDINJA,EVO_SPLIT_FROM_EVO,SPECIES_NINJASK,TRUE
Ninjask,NINJASK,61,90,45,160,50,50,456,TYPE_BUG,TYPE_FLYING,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Shedinja,SHEDINJA,1,110,30,90,100,30,361,TYPE_BUG,TYPE_GHOST,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Whismur,WHISMUR,65,65,25,30,65,25,275,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_SLOW,LOUDRED,EVO_LEVEL,20,TRUE
Loudred,LOUDRED,85,75,45,50,75,45,375,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_SLOW,EXPLOUD,EVO_LEVEL,40,TRUE
Exploud,EXPLOUD,104,101,63,78,101,73,520,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Makuhita,MAKUHITA,75,75,50,30,20,50,300,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,HARIYAMA,EVO_LEVEL,24,TRUE
Hariyama,HARIYAMA,144,120,65,50,40,65,484,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Nosepass,NOSEPASS,30,45,135,30,45,90,375,TYPE_ROCK,TYPE_ROCK,GROWTH_MEDIUM_FAST,PROBOPASS,EVO_LEVEL,0,FALSE
Probopass,PROBOPASS,60,55,145,40,75,150,525,TYPE_ROCK,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Skitty,SKITTY,50,50,45,55,50,50,300,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,DELCATTY,EVO_ITEM,ITEM_MOON_STONE,TRUE
Delcatty,DELCATTY,70,75,75,70,75,75,440,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,TRUE
Sableye,SABLEYE,75,75,75,50,75,75,425,TYPE_DARK,TYPE_GHOST,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Mawile,MAWILE,50,105,85,50,65,70,425,UNKNOWN,UNKNOWN,GROWTH_FAST,NONE,NONE,0,TRUE
Aron,ARON,50,70,100,30,40,40,330,TYPE_STEEL,TYPE_ROCK,GROWTH_MEDIUM_SLOW,LAIRON,EVO_LEVEL,32,TRUE
Lairon,LAIRON,60,90,140,40,50,50,430,TYPE_STEEL,TYPE_ROCK,GROWTH_MEDIUM_SLOW,AGGRON,EVO_LEVEL,42,TRUE
Aggron,AGGRON,70,110,180,50,60,60,530,TYPE_STEEL,TYPE_ROCK,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Meditite,MEDITITE,40,45,55,60,45,55,300,TYPE_FIGHTING,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,MEDICHAM,EVO_LEVEL,37,TRUE
Medicham,MEDICHAM,70,70,80,80,80,80,460,TYPE_FIGHTING,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Electrike,ELECTRIKE,40,50,40,65,65,40,300,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,MANECTRIC,EVO_LEVEL,26,TRUE
Manectric,MANECTRIC,70,75,60,105,105,60,475,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Plusle,PLUSLE,60,50,40,95,85,75,405,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Minun,MINUN,60,40,50,95,75,85,405,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Volbeat,VOLBEAT,65,73,0,85,47,0,270,TYPE_BUG,TYPE_BUG,GROWTH_ERRATIC,NONE,NONE,0,FALSE
Illumise,ILLUMISE,65,47,0,85,73,0,270,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_SLOW,NONE,NONE,0,FALSE
Budew,BUDEW,40,35,35,55,50,70,285,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,ROSELIA,EVO_LEVEL,0,TRUE
Roselia,ROSELIA,50,60,45,65,100,80,400,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,ROSERADE,EVO_ITEM,ITEM_SUN_STONE,TRUE
Roserade,ROSERADE,60,70,55,90,125,105,505,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Gulpin,GULPIN,70,43,53,40,43,53,302,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_SLOW,SWALOT,EVO_LEVEL,26,TRUE
Swalot,SWALOT,100,75,95,55,75,95,495,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Carvanha,CARVANHA,45,90,20,65,65,20,305,TYPE_WATER,TYPE_DARK,GROWTH_SLOW,SHARPEDO,EVO_LEVEL,30,TRUE
Sharpedo,SHARPEDO,70,125,45,95,95,45,475,TYPE_WATER,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0,TRUE
Wailmer,WAILMER,130,70,35,60,70,35,400,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,WAILORD,EVO_LEVEL,40,TRUE
Wailord,WAILORD,170,90,45,60,90,45,500,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Numel,NUMEL,60,60,40,35,65,45,305,TYPE_FIRE,TYPE_GROUND,GROWTH_MEDIUM_FAST,CAMERUPT,EVO_LEVEL,33,TRUE
Camerupt,CAMERUPT,70,100,70,40,105,100,485,TYPE_FIRE,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Torkoal,TORKOAL,70,85,140,20,85,75,475,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Spoink,SPOINK,60,25,35,60,70,80,330,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_FAST,GRUMPIG,EVO_LEVEL,32,TRUE
Grumpig,GRUMPIG,80,45,65,80,90,110,470,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_FAST,NONE,NONE,0,TRUE
Spinda,SPINDA,60,60,60,60,60,60,360,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,FALSE
Trapinch,TRAPINCH,50,100,45,15,45,45,300,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_SLOW,VIBRAVA,EVO_LEVEL,35,TRUE
Vibrava,VIBRAVA,50,70,50,70,50,50,340,TYPE_GROUND,TYPE_DRAGON,GROWTH_MEDIUM_SLOW,FLYGON,EVO_LEVEL,45,TRUE
Flygon,FLYGON,80,100,80,100,80,80,520,TYPE_GROUND,TYPE_DRAGON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Cacnea,CACNEA,50,85,40,35,85,40,335,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,CACTURNE,EVO_LEVEL,32,TRUE
Cacturne,CACTURNE,70,115,65,55,115,65,485,TYPE_GRASS,TYPE_DARK,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Swablu,SWABLU,45,40,60,50,40,75,310,TYPE_NORMAL,TYPE_FLYING,GROWTH_ERRATIC,ALTARIA,EVO_LEVEL,35,TRUE
Altaria,ALTARIA,85,75,90,80,75,105,510,TYPE_DRAGON,TYPE_FLYING,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Zangoose,ZANGOOSE,73,115,60,90,60,60,458,TYPE_NORMAL,TYPE_NORMAL,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Seviper,SEVIPER,73,100,60,65,100,60,458,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Lunatone,LUNATONE,90,55,65,70,95,85,460,TYPE_ROCK,TYPE_PSYCHIC,GROWTH_FAST,NONE,NONE,0,TRUE
Solrock,SOLROCK,90,95,85,70,55,65,460,TYPE_ROCK,TYPE_PSYCHIC,GROWTH_FAST,NONE,NONE,0,TRUE
Barboach,BARBOACH,50,50,45,60,50,45,300,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,WHISCASH,EVO_LEVEL,30,FALSE
Whiscash,WHISCASH,110,80,75,60,80,75,480,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,FALSE
Corphish,CORPHISH,43,80,65,35,50,35,308,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,CRAWDAUNT,EVO_LEVEL,30,TRUE
Crawdaunt,CRAWDAUNT,65,120,85,65,90,55,480,TYPE_WATER,TYPE_DARK,GROWTH_MEDIUM_SLOW,NONE,NONE,0,TRUE
Baltoy,BALTOY,40,40,55,55,40,70,300,TYPE_GROUND,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,CLAYDOL,EVO_LEVEL,36,TRUE
Claydol,CLAYDOL,60,70,105,75,70,120,500,TYPE_GROUND,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,TRUE
Lileep,LILEEP,66,41,77,23,61,87,355,TYPE_ROCK,TYPE_GRASS,GROWTH_ERRATIC,CRADILY,EVO_LEVEL,36,TRUE
Cradily,CRADILY,86,81,97,43,81,107,495,TYPE_ROCK,TYPE_GRASS,GROWTH_ERRATIC,NONE,NONE,0,TRUE
Anorith,ANORITH,45,95,50,75,40,50,355,TYPE_ROCK,TYPE_BUG,GROWTH_ERRATIC,ARMALDO,EVO_LEVEL,36,TRUE
